id,group,original_id
458,simulationGroup5,58
459,simulationGroup5,59
460,simulationGroup5,60
461,simulationGroup5,61
462,simulationGroup5,62
463,simulationGroup5,63
464,simulationGroup5,64
465,simulationGroup5,65
466,simulationGroup5,66
467,simulationGroup5,67
468,simulationGroup5,68
469,simulationGroup5,69
470,simulationGroup5,70
471,simulationGroup5,71
472,simulationGroup5,72
473,simulationGroup5,73
474,simulationGroup5,74
475,simulationGroup5,75
476,simulationGroup5,76
477,simulationGroup5,77
478,simulationGroup5,78
479,simulationGroup5,79
480,simulationGroup5,80
481,simulationGroup5,81
482,simulationGroup5,82
483,simulationGroup5,83
484,simulationGroup5,84
485,simulationGroup5,85
486,simulationGroup5,86
487,simulationGroup5,87
488,simulationGroup5,88
489,simulationGroup5,89
490,simulationGroup5,90
491,simulationGroup5,91
492,simulationGroup5,92
493,simulationGroup5,93
494,simulationGroup5,94
495,simulationGroup5,95
496,simulationGroup5,96
497,simulationGroup5,97
498,simulationGroup5,98
499,simulationGroup5,99
500,simulationGroup5,100
501,simulationGroup6,1
502,simulationGroup6,2
503,simulationGroup6,3
504,simulationGroup6,4
505,simulationGroup6,5
506,simulationGroup6,6
507,simulationGroup6,7
508,simulationGroup6,8
509,simulationGroup6,9
510,simulationGroup6,10
511,simulationGroup6,11
512,simulationGroup6,12
513,simulationGroup6,13
514,simulationGroup6,14
515,simulationGroup6,15
516,simulationGroup6,16
517,simulationGroup6,17
518,simulationGroup6,18
519,simulationGroup6,19
520,simulationGroup6,20
521,simulationGroup6,21
522,simulationGroup6,22
523,simulationGroup6,23
524,simulationGroup6,24
525,simulationGroup6,25
526,simulationGroup6,26
527,simulationGroup6,27
528,simulationGroup6,28
529,simulationGroup6,29
530,simulationGroup6,30
531,simulationGroup6,31
532,simulationGroup6,32
533,simulationGroup6,33
534,simulationGroup6,34
535,simulationGroup6,35
536,simulationGroup6,36
537,simulationGroup6,37
538,simulationGroup6,38
539,simulationGroup6,39
540,simulationGroup6,40
541,simulationGroup6,41
542,simulationGroup6,42
543,simulationGroup6,43
544,simulationGroup6,44
545,simulationGroup6,45
546,simulationGroup6,46
547,simulationGroup6,47
548,simulationGroup6,48
549,simulationGroup6,49
550,simulationGroup6,50
551,simulationGroup6,51
552,simulationGroup6,52
553,simulationGroup6,53
554,simulationGroup6,54
555,simulationGroup6,55
556,simulationGroup6,56
557,simulationGroup6,57
558,simulationGroup6,58
559,simulationGroup6,59
560,simulationGroup6,60
561,simulationGroup6,61
562,simulationGroup6,62
563,simulationGroup6,63
564,simulationGroup6,64
565,simulationGroup6,65
566,simulationGroup6,66
567,simulationGroup6,67
568,simulationGroup6,68
569,simulationGroup6,69
570,simulationGroup6,70
571,simulationGroup6,71
572,simulationGroup6,72
573,simulationGroup6,73
574,simulationGroup6,74
575,simulationGroup6,75
576,simulationGroup6,76
577,simulationGroup6,77
578,simulationGroup6,78
579,simulationGroup6,79
580,simulationGroup6,80
581,simulationGroup6,81
582,simulationGroup6,82
583,simulationGroup6,83
584,simulationGroup6,84
585,simulationGroup6,85
586,simulationGroup6,86
587,simulationGroup6,87
588,simulationGroup6,88
589,simulationGroup6,89
590,simulationGroup6,90
591,simulationGroup6,91
592,simulationGroup6,92
593,simulationGroup6,93
594,simulationGroup6,94
595,simulationGroup6,95
596,simulationGroup6,96
597,simulationGroup6,97
598,simulationGroup6,98
599,simulationGroup6,99
600,simulationGroup6,100
601,simulationGroup7,1
602,simulationGroup7,2
603,simulationGroup7,3
604,simulationGroup7,4
605,simulationGroup7,5
606,simulationGroup7,6
607,simulationGroup7,7
608,simulationGroup7,8
609,simulationGroup7,9
610,simulationGroup7,10
611,simulationGroup7,11
612,simulationGroup7,12
613,simulationGroup7,13
614,simulationGroup7,14
615,simulationGroup7,15
616,simulationGroup7,16
617,simulationGroup7,17
618,simulationGroup7,18
619,simulationGroup7,19
620,simulationGroup7,20
621,simulationGroup7,21
622,simulationGroup7,22
623,simulationGroup7,23
624,simulationGroup7,24
625,simulationGroup7,25
626,simulationGroup7,26
627,simulationGroup7,27
628,simulationGroup7,28
629,simulationGroup7,29
630,simulationGroup7,30
631,simulationGroup7,31
632,simulationGroup7,32
633,simulationGroup7,33
634,simulationGroup7,34
635,simulationGroup7,35
636,simulationGroup7,36
637,simulationGroup7,37
638,simulationGroup7,38
639,simulationGroup7,39
640,simulationGroup7,40
641,simulationGroup7,41
642,simulationGroup7,42
643,simulationGroup7,43
644,simulationGroup7,44
645,simulationGroup7,45
646,simulationGroup7,46
647,simulationGroup7,47
648,simulationGroup7,48
649,simulationGroup7,49
650,simulationGroup7,50
651,simulationGroup7,51
652,simulationGroup7,52
653,simulationGroup7,53
654,simulationGroup7,54
655,simulationGroup7,55
656,simulationGroup7,56
657,simulationGroup7,57
658,simulationGroup7,58
659,simulationGroup7,59
660,simulationGroup7,60
661,simulationGroup7,61
662,simulationGroup7,62
663,simulationGroup7,63
664,simulationGroup7,64
665,simulationGroup7,65
666,simulationGroup7,66
667,simulationGroup7,67
668,simulationGroup7,68
669,simulationGroup7,69
670,simulationGroup7,70
671,simulationGroup7,71
672,simulationGroup7,72
673,simulationGroup7,73
674,simulationGroup7,74
675,simulationGroup7,75
676,simulationGroup7,76
677,simulationGroup7,77
678,simulationGroup7,78
679,simulationGroup7,79
680,simulationGroup7,80
681,simulationGroup7,81
682,simulationGroup7,82
683,simulationGroup7,83
684,simulationGroup7,84
685,simulationGroup7,85
686,simulationGroup7,86
687,simulationGroup7,87
688,simulationGroup7,88
689,simulationGroup7,89
690,simulationGroup7,90
691,simulationGroup7,91
692,simulationGroup7,92
693,simulationGroup7,93
694,simulationGroup7,94
695,simulationGroup7,95
696,simulationGroup7,96
697,simulationGroup7,97
698,simulationGroup7,98
699,simulationGroup7,99
700,simulationGroup7,100
701,simulationGroup8,1
702,simulationGroup8,2
703,simulationGroup8,3
704,simulationGroup8,4
705,simulationGroup8,5
706,simulationGroup8,6
707,simulationGroup8,7
708,simulationGroup8,8
709,simulationGroup8,9
710,simulationGroup8,10
711,simulationGroup8,11
712,simulationGroup8,12
713,simulationGroup8,13
714,simulationGroup8,14
715,simulationGroup8,15
716,simulationGroup8,16
717,simulationGroup8,17
718,simulationGroup8,18
719,simulationGroup8,19
720,simulationGroup8,20
721,simulationGroup8,21
722,simulationGroup8,22
723,simulationGroup8,23
724,simulationGroup8,24
725,simulationGroup8,25
726,simulationGroup8,26
727,simulationGroup8,27
728,simulationGroup8,28
729,simulationGroup8,29
730,simulationGroup8,30
731,simulationGroup8,31
732,simulationGroup8,32
733,simulationGroup8,33
734,simulationGroup8,34
735,simulationGroup8,35
736,simulationGroup8,36
737,simulationGroup8,37
738,simulationGroup8,38
739,simulationGroup8,39
740,simulationGroup8,40
741,simulationGroup8,41
742,simulationGroup8,42
743,simulationGroup8,43
744,simulationGroup8,44
745,simulationGroup8,45
746,simulationGroup8,46
747,simulationGroup8,47
748,simulationGroup8,48
749,simulationGroup8,49
750,simulationGroup8,50
751,simulationGroup8,51
752,simulationGroup8,52
753,simulationGroup8,53
754,simulationGroup8,54
755,simulationGroup8,55
756,simulationGroup8,56
757,simulationGroup8,57
758,simulationGroup8,58
759,simulationGroup8,59
760,simulationGroup8,60
761,simulationGroup8,61
762,simulationGroup8,62
763,simulationGroup8,63
764,simulationGroup8,64
765,simulationGroup8,65
766,simulationGroup8,66
767,simulationGroup8,67
768,simulationGroup8,68
769,simulationGroup8,69
770,simulationGroup8,70
771,simulationGroup8,71
772,simulationGroup8,72
773,simulationGroup8,73
774,simulationGroup8,74
775,simulationGroup8,75
776,simulationGroup8,76
777,simulationGroup8,77
778,simulationGroup8,78
779,simulationGroup8,79
780,simulationGroup8,80
781,simulationGroup8,81
782,simulationGroup8,82
783,simulationGroup8,83
784,simulationGroup8,84
785,simulationGroup8,85
786,simulationGroup8,86
787,simulationGroup8,87
788,simulationGroup8,88
789,simulationGroup8,89
790,simulationGroup8,90
791,simulationGroup8,91
792,simulationGroup8,92
793,simulationGroup8,93
794,simulationGroup8,94
795,simulationGroup8,95
796,simulationGroup8,96
797,simulationGroup8,97
798,simulationGroup8,98
799,simulationGroup8,99
800,simulationGroup8,100
801,simulationGroup9,1
802,simulationGroup9,2
803,simulationGroup9,3
804,simulationGroup9,4
805,simulationGroup9,5
806,simulationGroup9,6
807,simulationGroup9,7
808,simulationGroup9,8
809,simulationGroup9,9
810,simulationGroup9,10
811,simulationGroup9,11
812,simulationGroup9,12
813,simulationGroup9,13
814,simulationGroup9,14
815,simulationGroup9,15
816,simulationGroup9,16
817,simulationGroup9,17
818,simulationGroup9,18
819,simulationGroup9,19
820,simulationGroup9,20
821,simulationGroup9,21
822,simulationGroup9,22
823,simulationGroup9,23
824,simulationGroup9,24
825,simulationGroup9,25
826,simulationGroup9,26
827,simulationGroup9,27
828,simulationGroup9,28
829,simulationGroup9,29
830,simulationGroup9,30
831,simulationGroup9,31
832,simulationGroup9,32
833,simulationGroup9,33
834,simulationGroup9,34
835,simulationGroup9,35
836,simulationGroup9,36
837,simulationGroup9,37
838,simulationGroup9,38
839,simulationGroup9,39
840,simulationGroup9,40
841,simulationGroup9,41
842,simulationGroup9,42
843,simulationGroup9,43
844,simulationGroup9,44
845,simulationGroup9,45
846,simulationGroup9,46
847,simulationGroup9,47
848,simulationGroup9,48
849,simulationGroup9,49
850,simulationGroup9,50
851,simulationGroup9,51
852,simulationGroup9,52
853,simulationGroup9,53
854,simulationGroup9,54
855,simulationGroup9,55
856,simulationGroup9,56
857,simulationGroup9,57
858,simulationGroup9,58
859,simulationGroup9,59
860,simulationGroup9,60
861,simulationGroup9,61
862,simulationGroup9,62
863,simulationGroup9,63
864,simulationGroup9,64
865,simulationGroup9,65
866,simulationGroup9,66
867,simulationGroup9,67
868,simulationGroup9,68
869,simulationGroup9,69
870,simulationGroup9,70
871,simulationGroup9,71
872,simulationGroup9,72
873,simulationGroup9,73
874,simulationGroup9,74
875,simulationGroup9,75
876,simulationGroup9,76
877,simulationGroup9,77
878,simulationGroup9,78
879,simulationGroup9,79
880,simulationGroup9,80
881,simulationGroup9,81
882,simulationGroup9,82
883,simulationGroup9,83
884,simulationGroup9,84
885,simulationGroup9,85
886,simulationGroup9,86
887,simulationGroup9,87
888,simulationGroup9,88
889,simulationGroup9,89
890,simulationGroup9,90
891,simulationGroup9,91
892,simulationGroup9,92
893,simulationGroup9,93
894,simulationGroup9,94
895,simulationGroup9,95
896,simulationGroup9,96
897,simulationGroup9,97
898,simulationGroup9,98
899,simulationGroup9,99
900,simulationGroup9,100
901,simulationGroup10,1
902,simulationGroup10,2
903,simulationGroup10,3
904,simulationGroup10,4
905,simulationGroup10,5
906,simulationGroup10,6
907,simulationGroup10,7
908,simulationGroup10,8
909,simulationGroup10,9
910,simulationGroup10,10
911,simulationGroup10,11
912,simulationGroup10,12
913,simulationGroup10,13
914,simulationGroup10,14
915,simulationGroup10,15
916,simulationGroup10,16
917,simulationGroup10,17
918,simulationGroup10,18
919,simulationGroup10,19
920,simulationGroup10,20
921,simulationGroup10,21
922,simulationGroup10,22
923,simulationGroup10,23
924,simulationGroup10,24
925,simulationGroup10,25
926,simulationGroup10,26
927,simulationGroup10,27
928,simulationGroup10,28
929,simulationGroup10,29
930,simulationGroup10,30
931,simulationGroup10,31
932,simulationGroup10,32
933,simulationGroup10,33
934,simulationGroup10,34
935,simulationGroup10,35
936,simulationGroup10,36
937,simulationGroup10,37
938,simulationGroup10,38
939,simulationGroup10,39
940,simulationGroup10,40
941,simulationGroup10,41
942,simulationGroup10,42
943,simulationGroup10,43
944,simulationGroup10,44
945,simulationGroup10,45
946,simulationGroup10,46
947,simulationGroup10,47
948,simulationGroup10,48
949,simulationGroup10,49
950,simulationGroup10,50
951,simulationGroup10,51
952,simulationGroup10,52
953,simulationGroup10,53
954,simulationGroup10,54
955,simulationGroup10,55
956,simulationGroup10,56
957,simulationGroup10,57
958,simulationGroup10,58
959,simulationGroup10,59
960,simulationGroup10,60
961,simulationGroup10,61
962,simulationGroup10,62
963,simulationGroup10,63
964,simulationGroup10,64
965,simulationGroup10,65
966,simulationGroup10,66
967,simulationGroup10,67
968,simulationGroup10,68
969,simulationGroup10,69
970,simulationGroup10,70
971,simulationGroup10,71
972,simulationGroup10,72
973,simulationGroup10,73
974,simulationGroup10,74
975,simulationGroup10,75
976,simulationGroup10,76
977,simulationGroup10,77
978,simulationGroup10,78
979,simulationGroup10,79
980,simulationGroup10,80
981,simulationGroup10,81
982,simulationGroup10,82
983,simulationGroup10,83
984,simulationGroup10,84
985,simulationGroup10,85
986,simulationGroup10,86
987,simulationGroup10,87
988,simulationGroup10,88
989,simulationGroup10,89
990,simulationGroup10,90
991,simulationGroup10,91
992,simulationGroup10,92
993,simulationGroup10,93
994,simulationGroup10,94
995,simulationGroup10,95
996,simulationGroup10,96
997,simulationGroup10,97
998,simulationGroup10,98
999,simulationGroup10,99
1000,simulationGroup10,100
1001,simulationGroup11,1
1002,simulationGroup11,2
1003,simulationGroup11,3
1004,simulationGroup11,4
1005,simulationGroup11,5
1006,simulationGroup11,6
1007,simulationGroup11,7
1008,simulationGroup11,8
1009,simulationGroup11,9
1010,simulationGroup11,10
1011,simulationGroup11,11
1012,simulationGroup11,12
1013,simulationGroup11,13
1014,simulationGroup11,14
1015,simulationGroup11,15
1016,simulationGroup11,16
1017,simulationGroup11,17
1018,simulationGroup11,18
1019,simulationGroup11,19
1020,simulationGroup11,20
1021,simulationGroup11,21
1022,simulationGroup11,22
1023,simulationGroup11,23
1024,simulationGroup11,24
1025,simulationGroup11,25
1026,simulationGroup11,26
1027,simulationGroup11,27
1028,simulationGroup11,28
1029,simulationGroup11,29
1030,simulationGroup11,30
1031,simulationGroup11,31
1032,simulationGroup11,32
1033,simulationGroup11,33
1034,simulationGroup11,34
1035,simulationGroup11,35
1036,simulationGroup11,36
1037,simulationGroup11,37
1038,simulationGroup11,38
1039,simulationGroup11,39
1040,simulationGroup11,40
1041,simulationGroup11,41
1042,simulationGroup11,42
1043,simulationGroup11,43
1044,simulationGroup11,44
1045,simulationGroup11,45
1046,simulationGroup11,46
1047,simulationGroup11,47
1048,simulationGroup11,48
1049,simulationGroup11,49
1050,simulationGroup11,50
1051,simulationGroup11,51
1052,simulationGroup11,52
1053,simulationGroup11,53
1054,simulationGroup11,54
1055,simulationGroup11,55
1056,simulationGroup11,56
1057,simulationGroup11,57
1058,simulationGroup11,58
1059,simulationGroup11,59
1060,simulationGroup11,60
1061,simulationGroup11,61
1062,simulationGroup11,62
1063,simulationGroup11,63
1064,simulationGroup11,64
1065,simulationGroup11,65
1066,simulationGroup11,66
1067,simulationGroup11,67
1068,simulationGroup11,68
1069,simulationGroup11,69
1070,simulationGroup11,70
1071,simulationGroup11,71
1072,simulationGroup11,72
1073,simulationGroup11,73
1074,simulationGroup11,74
1075,simulationGroup11,75
1076,simulationGroup11,76
1077,simulationGroup11,77
1078,simulationGroup11,78
1079,simulationGroup11,79
1080,simulationGroup11,80
1081,simulationGroup11,81
1082,simulationGroup11,82
1083,simulationGroup11,83
1084,simulationGroup11,84
1085,simulationGroup11,85
1086,simulationGroup11,86
1087,simulationGroup11,87
1088,simulationGroup11,88
1089,simulationGroup11,89
1090,simulationGroup11,90
1091,simulationGroup11,91
1092,simulationGroup11,92
1093,simulationGroup11,93
1094,simulationGroup11,94
1095,simulationGroup11,95
1096,simulationGroup11,96
1097,simulationGroup11,97
1098,simulationGroup11,98
1099,simulationGroup11,99
1100,simulationGroup11,100
1101,simulationGroup12,1
1102,simulationGroup12,2
1103,simulationGroup12,3
1104,simulationGroup12,4
1105,simulationGroup12,5
1106,simulationGroup12,6
1107,simulationGroup12,7
1108,simulationGroup12,8
1109,simulationGroup12,9
1110,simulationGroup12,10
1111,simulationGroup12,11
1112,simulationGroup12,12
1113,simulationGroup12,13
1114,simulationGroup12,14
1115,simulationGroup12,15
1116,simulationGroup12,16
1117,simulationGroup12,17
1118,simulationGroup12,18
1119,simulationGroup12,19
1120,simulationGroup12,20
1121,simulationGroup12,21
1122,simulationGroup12,22
1123,simulationGroup12,23
1124,simulationGroup12,24
1125,simulationGroup12,25
1126,simulationGroup12,26
1127,simulationGroup12,27
1128,simulationGroup12,28
1129,simulationGroup12,29
1130,simulationGroup12,30
1131,simulationGroup12,31
1132,simulationGroup12,32
1133,simulationGroup12,33
1134,simulationGroup12,34
1135,simulationGroup12,35
1136,simulationGroup12,36
1137,simulationGroup12,37
1138,simulationGroup12,38
1139,simulationGroup12,39
1140,simulationGroup12,40
1141,simulationGroup12,41
1142,simulationGroup12,42
1143,simulationGroup12,43
1144,simulationGroup12,44
1145,simulationGroup12,45
1146,simulationGroup12,46
1147,simulationGroup12,47
1148,simulationGroup12,48
1149,simulationGroup12,49
1150,simulationGroup12,50
1151,simulationGroup12,51
